employee_id,first_name,last_name,role,contract_type,contract_hours,is_qualified_pharmacist,license_number,hire_date,remaining_vacation,monthly_salary_range,pharmacy_id,city
EMP35644,Marc,Bernier,pharmacien_adjoint,CDD,25,True,RP952106,2022-06-24,2,2538-4800,PHARM6945,Grenoble
EMP26804,Christiane,Dupont,pharmacien_titulaire,CDI,30,True,RP216622,2021-08-10,21,3987-4180,PHARM6945,Rennes
EMP25177,Danielle,Moreau,employé_rayon,CDI,35,False,,2023-04-16,16,2769-4756,PHARM6945,Clermont-Ferrand
EMP95375,Danielle,Leroy,stagiaire,CDI,20,False,,2022-12-17,25,2845-4616,PHARM6945,Reims
EMP55937,Florence,Gérard,pharmacien_titulaire,CDI,40,True,RP555116,2022-05-24,13,2844-4381,PHARM6945,Rennes
EMP97821,Nathalie,Rousseau,pharmacien_titulaire,CDD,35,True,RP343460,2023-11-05,11,3804-4534,PHARM6945,Rouen
EMP55780,Marie,Gaillard,pharmacien_adjoint,CDI,20,True,RP272178,2023-09-17,10,1786-4850,PHARM6945,Bordeaux
EMP79122,Michel,Leclerc,pharmacien_titulaire,CDI,20,True,RP405249,2021-01-12,20,3502-4283,PHARM6945,Paris
EMP92496,Michel,Laurent,pharmacien_titulaire,CDI,20,True,RP227462,2021-11-20,19,2138-4518,PHARM6945,Lyon
EMP13230,Christian,Fournier,préparateur,CDI,20,False,,2021-09-30,23,3664-4131,PHARM6945,Nice
EMP27231,Jacques,Leclerc,préparateur,CDI,35,False,,2020-07-12,3,2533-4199,PHARM6945,Limoges
EMP45909,Pascale,Rousseau,préparateur,CDD,35,False,,2023-04-08,25,2686-4522,PHARM6945,Marseille
EMP59230,Michel,Renaud,préparateur,CDI,35,False,,2022-06-24,25,2845-4402,PHARM6945,Nice
EMP93016,Daniel,Blanc,pharmacien_titulaire,CDI,25,True,RP568326,2022-11-21,4,2016-4194,PHARM6945,Toulouse
EMP24026,Irène,Fontaine,pharmacien_adjoint,CDI,20,True,RP658403,2022-09-16,4,2164-4809,PHARM6945,Aix-en-Provence
EMP19778,Martine,Blanc,pharmacien_titulaire,CDD,30,True,RP983755,2023-06-12,4,2839-4807,PHARM6945,Lyon
EMP33933,Bernard,Dupont,pharmacien_titulaire,CDI,25,True,RP959266,2022-04-11,15,1546-4917,PHARM6945,Nice
EMP15711,Alain,Renaud,pharmacien_adjoint,CDD,20,True,RP745370,2023-04-05,10,3278-4559,PHARM6945,Rennes
EMP51911,Claire,Andre,pharmacien_titulaire,CDI,25,True,RP160388,2022-09-23,6,1982-4119,PHARM6945,Reims
EMP89395,Irène,Poulain,préparateur,CDD,30,False,,2021-05-23,16,1703-4565,PHARM6945,Angers
EMP11722,Philippe,Girard,préparateur,CDI,30,False,,2020-03-01,6,3699-4978,PHARM6945,Lyon
EMP57150,Catherine,Martin,pharmacien_adjoint,CDI,20,True,RP448736,2022-03-16,12,2997-4150,PHARM6945,Reims
EMP82686,Danielle,Delacroix,pharmacien_titulaire,CDI,30,True,RP108869,2023-12-28,25,3346-4404,PHARM6945,Clermont-Ferrand
EMP17303,Bernard,Benoit,pharmacien_adjoint,CDD,25,True,RP895843,2021-06-13,22,2628-4910,PHARM6945,Aix-en-Provence
EMP42072,André,Fabre,employé_rayon,CDI,40,False,,2022-02-24,4,2030-4724,PHARM6945,Le Havre
EMP68350,Jacques,Leroy,employé_rayon,CDI,30,False,,2022-09-14,14,2378-4776,PHARM6945,Le Havre
EMP64423,Philippe,Maillard,pharmacien_adjoint,CDD,40,True,RP711162,2021-01-03,18,3644-4642,PHARM6945,Limoges
EMP39607,Nathalie,Leroy,préparateur,CDD,25,False,,2020-01-28,2,2860-4836,PHARM6945,Lyon
EMP97595,Danielle,Benoit,employé_rayon,CDD,20,False,,2021-05-19,18,3777-4173,PHARM6945,Marseille
EMP48246,Laurent,Lefevre,pharmacien_adjoint,CDI,20,True,RP835204,2023-01-19,23,3347-4562,PHARM6945,Bordeaux
EMP90317,Georges,Fabre,stagiaire,CDD,25,False,,2023-09-15,8,3394-4515,PHARM6945,Saint-Denis
EMP78750,Laurent,Simon,employé_rayon,CDD,40,False,,2021-08-28,2,2818-4245,PHARM6945,Amiens
EMP28475,Michel,Rousseau,pharmacien_adjoint,CDI,20,True,RP643119,2020-01-18,15,2359-4309,PHARM6945,Lyon
EMP71640,Marc,Moreau,pharmacien_adjoint,CDD,40,True,RP198934,2023-04-15,25,2058-4712,PHARM6945,Brest
EMP10078,Pascale,Gérard,employé_rayon,CDD,30,False,,2023-09-20,10,1625-4919,PHARM6945,Amiens
EMP14872,Jean,Fabre,préparateur,CDI,20,False,,2023-11-24,10,3380-4175,PHARM6945,Saint-Étienne
EMP78485,Michèle,Rousseau,pharmacien_adjoint,CDD,30,True,RP370281,2021-12-08,24,2885-4444,PHARM6945,Brest
EMP72404,Jacques,Delorme,pharmacien_titulaire,CDI,40,True,RP268722,2021-03-25,11,3566-4201,PHARM6945,Aix-en-Provence
EMP80965,Anne,Michel,préparateur,CDD,20,False,,2022-11-18,7,3709-4239,PHARM6945,Montpellier
EMP94780,Paul,Dupont,pharmacien_titulaire,CDI,35,True,RP719862,2021-11-19,2,3908-4295,PHARM6945,Aix-en-Provence
EMP51487,Florence,Leclerc,pharmacien_adjoint,CDI,25,True,RP988340,2020-09-03,23,2959-4237,PHARM6945,Saint-Denis
EMP40128,Bernard,Poirier,préparateur,CDD,40,False,,2020-10-18,5,3724-4329,PHARM6945,Nîmes
EMP51138,Joseph,Blanc,préparateur,CDI,40,False,,2020-10-29,9,3551-4514,PHARM6945,Saint-Étienne
EMP80419,Marc,Chevalier,préparateur,CDI,35,False,,2020-11-04,25,1811-4971,PHARM6945,Amiens
EMP53103,Georges,Laurent,employé_rayon,CDI,35,False,,2022-09-04,21,1556-4309,PHARM6945,Toulouse
EMP65496,Jacques,Delorme,pharmacien_titulaire,CDI,25,True,RP692221,2022-07-20,8,2373-4581,PHARM6945,Angers
EMP84519,Anne,Rousseau,employé_rayon,CDI,20,False,,2020-05-10,22,1849-4869,PHARM6945,Grenoble
EMP38443,Christian,Rousseau,préparateur,CDD,20,False,,2023-11-16,15,1517-4505,PHARM6945,Amiens
EMP31068,Christian,Martin,employé_rayon,CDD,40,False,,2022-09-25,2,2697-4478,PHARM6945,Toulouse
EMP96146,Joseph,Arnould,employé_rayon,CDI,30,False,,2020-08-19,4,2662-4653,PHARM6945,Grenoble
EMP65433,Claire,Arnould,pharmacien_adjoint,CDD,35,True,RP983067,2021-05-31,17,3818-4606,PHARM6945,Montpellier
EMP11474,Alain,Laurent,préparateur,CDD,35,False,,2023-09-22,25,1772-4498,PHARM6945,Saint-Étienne
EMP95514,Jean,Bernard,préparateur,CDD,20,False,,2022-02-07,0,3294-4652,PHARM6945,Rouen
EMP33562,Georges,Poirier,employé_rayon,CDD,25,False,,2022-10-02,23,2447-4686,PHARM6945,Rennes
EMP77892,Laurent,Michel,pharmacien_titulaire,CDD,25,True,RP485108,2020-10-25,12,2320-4229,PHARM6945,Nîmes
